"","v_names","v_label"
"1867","shb14c_29","30 minutes prior to bp measure: smoked any tobacco product"
"1868","shb14c_30","30 minutes prior to bp measure: smoked any tobacco product"
"1869","shb14c_31","30 minutes prior to bp measure: smoked any tobacco product"
"1870","shb14c_32","30 minutes prior to bp measure: smoked any tobacco product"
"1871","shb14c_33","30 minutes prior to bp measure: smoked any tobacco product"
"1872","shb14c_34","30 minutes prior to bp measure: smoked any tobacco product"
"1873","shb14c_35","30 minutes prior to bp measure: smoked any tobacco product"
"1874","shb14d_01","30 minutes prior to bp measure: use any other type of tobacco"
"1875","shb14d_02","30 minutes prior to bp measure: use any other type of tobacco"
"1876","shb14d_03","30 minutes prior to bp measure: use any other type of tobacco"
"1877","shb14d_04","30 minutes prior to bp measure: use any other type of tobacco"
"1878","shb14d_05","30 minutes prior to bp measure: use any other type of tobacco"
"1879","shb14d_06","30 minutes prior to bp measure: use any other type of tobacco"
"1880","shb14d_07","30 minutes prior to bp measure: use any other type of tobacco"
"1881","shb14d_08","30 minutes prior to bp measure: use any other type of tobacco"
"1882","shb14d_09","30 minutes prior to bp measure: use any other type of tobacco"
"1883","shb14d_10","30 minutes prior to bp measure: use any other type of tobacco"
"1884","shb14d_11","30 minutes prior to bp measure: use any other type of tobacco"
"1885","shb14d_12","30 minutes prior to bp measure: use any other type of tobacco"
"1886","shb14d_13","30 minutes prior to bp measure: use any other type of tobacco"
"1887","shb14d_14","30 minutes prior to bp measure: use any other type of tobacco"
"1888","shb14d_15","30 minutes prior to bp measure: use any other type of tobacco"
"1889","shb14d_16","30 minutes prior to bp measure: use any other type of tobacco"
"1890","shb14d_17","30 minutes prior to bp measure: use any other type of tobacco"
"1891","shb14d_18","30 minutes prior to bp measure: use any other type of tobacco"
"1892","shb14d_19","30 minutes prior to bp measure: use any other type of tobacco"
"1893","shb14d_20","30 minutes prior to bp measure: use any other type of tobacco"
"1894","shb14d_21","30 minutes prior to bp measure: use any other type of tobacco"
"1895","shb14d_22","30 minutes prior to bp measure: use any other type of tobacco"
"1896","shb14d_23","30 minutes prior to bp measure: use any other type of tobacco"
"1897","shb14d_24","30 minutes prior to bp measure: use any other type of tobacco"
"1898","shb14d_25","30 minutes prior to bp measure: use any other type of tobacco"
"1899","shb14d_26","30 minutes prior to bp measure: use any other type of tobacco"
"1900","shb14d_27","30 minutes prior to bp measure: use any other type of tobacco"
"1901","shb14d_28","30 minutes prior to bp measure: use any other type of tobacco"
"1902","shb14d_29","30 minutes prior to bp measure: use any other type of tobacco"
"1903","shb14d_30","30 minutes prior to bp measure: use any other type of tobacco"
"1904","shb14d_31","30 minutes prior to bp measure: use any other type of tobacco"
"1905","shb14d_32","30 minutes prior to bp measure: use any other type of tobacco"
"1906","shb14d_33","30 minutes prior to bp measure: use any other type of tobacco"
"1907","shb14d_34","30 minutes prior to bp measure: use any other type of tobacco"
"1908","shb14d_35","30 minutes prior to bp measure: use any other type of tobacco"
"1909","shb15_01","arm circumference"
"1910","shb15_02","arm circumference"
"1911","shb15_03","arm circumference"
"1912","shb15_04","arm circumference"
"1913","shb15_05","arm circumference"
"1914","shb15_06","arm circumference"
"1915","shb15_07","arm circumference"
"1916","shb15_08","arm circumference"
"1917","shb15_09","arm circumference"
"1918","shb15_10","arm circumference"
"1919","shb15_11","arm circumference"
"1920","shb15_12","arm circumference"
"1921","shb15_13","arm circumference"
"1922","shb15_14","arm circumference"
"1923","shb15_15","arm circumference"
"1924","shb15_16","arm circumference"
"1925","shb15_17","arm circumference"
"1926","shb15_18","arm circumference"
"1927","shb15_19","arm circumference"
"1928","shb15_20","arm circumference"
"1929","shb15_21","arm circumference"
"1930","shb15_22","arm circumference"
"1931","shb15_23","arm circumference"
"1932","shb15_24","arm circumference"
"1933","shb15_25","arm circumference"
"1934","shb15_26","arm circumference"
"1935","shb15_27","arm circumference"
"1936","shb15_28","arm circumference"
"1937","shb15_29","arm circumference"
"1938","shb15_30","arm circumference"
"1939","shb15_31","arm circumference"
"1940","shb15_32","arm circumference"
"1941","shb15_33","arm circumference"
"1942","shb15_34","arm circumference"
"1943","shb15_35","arm circumference"
"1944","shb16_01","blood pressure monitor cuff size"
"1945","shb16_02","blood pressure monitor cuff size"
"1946","shb16_03","blood pressure monitor cuff size"
"1947","shb16_04","blood pressure monitor cuff size"
"1948","shb16_05","blood pressure monitor cuff size"
"1949","shb16_06","blood pressure monitor cuff size"
"1950","shb16_07","blood pressure monitor cuff size"
"1951","shb16_08","blood pressure monitor cuff size"
"1952","shb16_09","blood pressure monitor cuff size"
"1953","shb16_10","blood pressure monitor cuff size"
"1954","shb16_11","blood pressure monitor cuff size"
"1955","shb16_12","blood pressure monitor cuff size"
"1956","shb16_13","blood pressure monitor cuff size"
"1957","shb16_14","blood pressure monitor cuff size"
"1958","shb16_15","blood pressure monitor cuff size"
"1959","shb16_16","blood pressure monitor cuff size"
"1960","shb16_17","blood pressure monitor cuff size"
"1961","shb16_18","blood pressure monitor cuff size"
"1962","shb16_19","blood pressure monitor cuff size"
"1963","shb16_20","blood pressure monitor cuff size"
"1964","shb16_21","blood pressure monitor cuff size"
"1965","shb16_22","blood pressure monitor cuff size"
"1966","shb16_23","blood pressure monitor cuff size"
"1967","shb16_24","blood pressure monitor cuff size"
"1968","shb16_25","blood pressure monitor cuff size"
"1969","shb16_26","blood pressure monitor cuff size"
"1970","shb16_27","blood pressure monitor cuff size"
"1971","shb16_28","blood pressure monitor cuff size"
"1972","shb16_29","blood pressure monitor cuff size"
"1973","shb16_30","blood pressure monitor cuff size"
"1974","shb16_31","blood pressure monitor cuff size"
"1975","shb16_32","blood pressure monitor cuff size"
"1976","shb16_33","blood pressure monitor cuff size"
"1977","shb16_34","blood pressure monitor cuff size"
"1978","shb16_35","blood pressure monitor cuff size"
"1979","shb17_01","time of first bp reading: (hhmm - 24 hour clock)"
"1980","shb17_02","time of first bp reading: (hhmm - 24 hour clock)"
"1981","shb17_03","time of first bp reading: (hhmm - 24 hour clock)"
"1982","shb17_04","time of first bp reading: (hhmm - 24 hour clock)"
"1983","shb17_05","time of first bp reading: (hhmm - 24 hour clock)"
"1984","shb17_06","time of first bp reading: (hhmm - 24 hour clock)"
"1985","shb17_07","time of first bp reading: (hhmm - 24 hour clock)"
"1986","shb17_08","time of first bp reading: (hhmm - 24 hour clock)"
"1987","shb17_09","time of first bp reading: (hhmm - 24 hour clock)"
"1988","shb17_10","time of first bp reading: (hhmm - 24 hour clock)"
"1989","shb17_11","time of first bp reading: (hhmm - 24 hour clock)"
"1990","shb17_12","time of first bp reading: (hhmm - 24 hour clock)"
"1991","shb17_13","time of first bp reading: (hhmm - 24 hour clock)"
"1992","shb17_14","time of first bp reading: (hhmm - 24 hour clock)"
"1993","shb17_15","time of first bp reading: (hhmm - 24 hour clock)"
"1994","shb17_16","time of first bp reading: (hhmm - 24 hour clock)"
"1995","shb17_17","time of first bp reading: (hhmm - 24 hour clock)"
"1996","shb17_18","time of first bp reading: (hhmm - 24 hour clock)"
"1997","shb17_19","time of first bp reading: (hhmm - 24 hour clock)"
"1998","shb17_20","time of first bp reading: (hhmm - 24 hour clock)"
"1999","shb17_21","time of first bp reading: (hhmm - 24 hour clock)"
"2000","shb17_22","time of first bp reading: (hhmm - 24 hour clock)"
"2001","shb17_23","time of first bp reading: (hhmm - 24 hour clock)"
"2002","shb17_24","time of first bp reading: (hhmm - 24 hour clock)"
"2003","shb17_25","time of first bp reading: (hhmm - 24 hour clock)"
"2004","shb17_26","time of first bp reading: (hhmm - 24 hour clock)"
"2005","shb17_27","time of first bp reading: (hhmm - 24 hour clock)"
"2006","shb17_28","time of first bp reading: (hhmm - 24 hour clock)"
"2007","shb17_29","time of first bp reading: (hhmm - 24 hour clock)"
"2008","shb17_30","time of first bp reading: (hhmm - 24 hour clock)"
"2009","shb17_31","time of first bp reading: (hhmm - 24 hour clock)"
"2010","shb17_32","time of first bp reading: (hhmm - 24 hour clock)"
"2011","shb17_33","time of first bp reading: (hhmm - 24 hour clock)"
"2012","shb17_34","time of first bp reading: (hhmm - 24 hour clock)"
"2013","shb17_35","time of first bp reading: (hhmm - 24 hour clock)"
"2014","shb18s_01","first systolic reading"
"2015","shb18s_02","first systolic reading"
"2016","shb18s_03","first systolic reading"
"2017","shb18s_04","first systolic reading"
"2018","shb18s_05","first systolic reading"
"2019","shb18s_06","first systolic reading"
"2020","shb18s_07","first systolic reading"
"2021","shb18s_08","first systolic reading"
"2022","shb18s_09","first systolic reading"
"2023","shb18s_10","first systolic reading"
"2024","shb18s_11","first systolic reading"
"2025","shb18s_12","first systolic reading"
"2026","shb18s_13","first systolic reading"
"2027","shb18s_14","first systolic reading"
"2028","shb18s_15","first systolic reading"
"2029","shb18s_16","first systolic reading"
"2030","shb18s_17","first systolic reading"
"2031","shb18s_18","first systolic reading"
"2032","shb18s_19","first systolic reading"
"2033","shb18s_20","first systolic reading"
"2034","shb18s_21","first systolic reading"
"2035","shb18s_22","first systolic reading"
"2036","shb18s_23","first systolic reading"
"2037","shb18s_24","first systolic reading"
"2038","shb18s_25","first systolic reading"
"2039","shb18s_26","first systolic reading"
"2040","shb18s_27","first systolic reading"
"2041","shb18s_28","first systolic reading"
"2042","shb18s_29","first systolic reading"
"2043","shb18s_30","first systolic reading"
"2044","shb18s_31","first systolic reading"
"2045","shb18s_32","first systolic reading"
"2046","shb18s_33","first systolic reading"
"2047","shb18s_34","first systolic reading"
"2048","shb18s_35","first systolic reading"
"2049","shb18d_01","first diastolic reading"
"2050","shb18d_02","first diastolic reading"
"2051","shb18d_03","first diastolic reading"
"2052","shb18d_04","first diastolic reading"
"2053","shb18d_05","first diastolic reading"
"2054","shb18d_06","first diastolic reading"
"2055","shb18d_07","first diastolic reading"
"2056","shb18d_08","first diastolic reading"
"2057","shb18d_09","first diastolic reading"
"2058","shb18d_10","first diastolic reading"
"2059","shb18d_11","first diastolic reading"
"2060","shb18d_12","first diastolic reading"
"2061","shb18d_13","first diastolic reading"
"2062","shb18d_14","first diastolic reading"
"2063","shb18d_15","first diastolic reading"
"2064","shb18d_16","first diastolic reading"
"2065","shb18d_17","first diastolic reading"
"2066","shb18d_18","first diastolic reading"
"2067","shb18d_19","first diastolic reading"
"2068","shb18d_20","first diastolic reading"
"2069","shb18d_21","first diastolic reading"
"2070","shb18d_22","first diastolic reading"
"2071","shb18d_23","first diastolic reading"
"2072","shb18d_24","first diastolic reading"
"2073","shb18d_25","first diastolic reading"
"2074","shb18d_26","first diastolic reading"
"2075","shb18d_27","first diastolic reading"
"2076","shb18d_28","first diastolic reading"
"2077","shb18d_29","first diastolic reading"
"2078","shb18d_30","first diastolic reading"
"2079","shb18d_31","first diastolic reading"
"2080","shb18d_32","first diastolic reading"
"2081","shb18d_33","first diastolic reading"
"2082","shb18d_34","first diastolic reading"
"2083","shb18d_35","first diastolic reading"
"2084","shb19_01","blood pressure ever been checked previously"
"2085","shb19_02","blood pressure ever been checked previously"
"2086","shb19_03","blood pressure ever been checked previously"
"2087","shb19_04","blood pressure ever been checked previously"
"2088","shb19_05","blood pressure ever been checked previously"
"2089","shb19_06","blood pressure ever been checked previously"
"2090","shb19_07","blood pressure ever been checked previously"
"2091","shb19_08","blood pressure ever been checked previously"
"2092","shb19_09","blood pressure ever been checked previously"
"2093","shb19_10","blood pressure ever been checked previously"
"2094","shb19_11","blood pressure ever been checked previously"
"2095","shb19_12","blood pressure ever been checked previously"
"2096","shb19_13","blood pressure ever been checked previously"
"2097","shb19_14","blood pressure ever been checked previously"
"2098","shb19_15","blood pressure ever been checked previously"
"2099","shb19_16","blood pressure ever been checked previously"
"2100","shb19_17","blood pressure ever been checked previously"
"2101","shb19_18","blood pressure ever been checked previously"
"2102","shb19_19","blood pressure ever been checked previously"
"2103","shb19_20","blood pressure ever been checked previously"
